Sequentiel,1000,4,0.000333,0
Sequentiel,10000,4,0.001634,0
Sequentiel,10000,4,0.00161,0
Sequentiel,10000,4,0.001449,0
Sequentiel,10000,4,0.001453,3.14159
Sequentiel,1000000,4,0.129431,3.13919
Atomic,1000000,4,0.129458,3.13919
Atomic,1000000,6,0.086347,3.14529
Atomic,1000000,8,0.064892,3.13667
Atomic,10000,8,0.000839,3.14159
Partial_Sum,10000,8,0.000707,0.49742
Partial_Sum,100,8,8.9e-05,0.47772
Partial_Sum,100,8,0.000371,0.47772
Partial_Sum,100,8,0.0005,0.47772
Partial_Sum,100,8,0.000487,0.47772
Partial_Sum,100,8,0.00045,0.47772
Basic_Partial_Sum,100,8,0.000979,3.05998
Basic_Partial_Sum,1000,8,0.000858,3.14159
Basic_Partial_Sum,1000,8,0.000117,3.14159
Basic_Partial_Sum,1000,8,9.4e-05,0
Basic_Partial_Sum,1000,8,7.5e-05,0
Basic_Partial_Sum,1000,8,4.6e-05,0
Basic_Partial_Sum,1000,8,0.000124,0
Basic_Partial_Sum,10000,8,0.000102,0.4608
Basic_Partial_Sum,10000,8,0.000128,0.4608
Basic_Partial_Sum,10000,8,0.000141,0.4608
Basic_Partial_Sum,10000,8,0.000259,3.6864
Basic_Partial_Sum,1000000,8,0.000991,3.9977
Basic_Partial_Sum,100000000,8,0.09858,3.99997
Basic_Partial_Sum,100000000,8,0.116931,3.99997
Basic_Partial_Sum,1000000,8,0.016817,4
Basic_Partial_Sum,1000000,8,0.016661,4
Basic_Partial_Sum,1000000,8,0.065715,4
Basic_Partial_Sum,1000000,8,2.7122,4
Basic_Partial_Sum,1000000,8,0.065328,4
Basic_Partial_Sum,1000000,8,0.06519,4
Basic_Partial_Sum,1000000,8,0.065117,4
Basic_Partial_Sum,1000000,8,0.065244,4
Basic_Partial_Sum,1000000,8,2.62485,4
Basic_Partial_Sum,1000000,8,2.62373,3.1415
Basic_Partial_Sum,1000000,8,0.065359,3.1415
Basic_Partial_Sum,1000000,8,0.001166,3.14146
Basic_Partial_Sum,1000000,8,0.000857,3.14044
Basic_Partial_Sum,1000000,812,0.010293,3.14074
Basic_Partial_Sum,1000000,812,0.009476,3.14074
Basic_Partial_Sum,1000000,1,0.006706,3.14146
Basic_Partial_Sum,1000000,812,0.009418,3.14074
